Unnamed: 0,Course Name,Course Acronym,Course Code,Prerequisites,Antirequisites,Semester,Sheet Link
,System on Chip Design and Test,SCDT,ECE516,"ECE314/ECE514,CSE234",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRvytVpu9OWDD0ChL7P0BWLZb8_647otAR_LahRXUEpX6PoMdCPmWPXeVWM8qS6y2lSgvs3gR3YCnOL/pubhtml?gid=880797831&amp;single=true&amp;widget=true&amp;headers=false
,Introduction to Nanoelectronics,INE,ECE517,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vShi3LIECSSo4BMo1JEQg-y6va5eg7tmovuP_j5IbPe_DcO4VGkQ5_JAMawc3uJVZ3ZE5wL2Tzmd3dP/pubhtml?gid=1389255458&amp;single=true&amp;widget=true&amp;headers=false
,Intelligent Applications Implementation on Heterogeneous Platforms,IAI,ECE519,CSE112,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRRnbm8rgGf0hR7ChO0mX-sDRw5j6YzQVSEeqVve-oKuNUdhnEZ8jkeAvDpFvstKEqfp_WKPRsDi6Yd/pubhtml?gid=222793745&amp;single=true&amp;widget=true&amp;headers=false
,Low Voltage Analog Circuit Design,LVACD,ECE520,ECE315/ECE515,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQcnwVeOofQIYk_QDkTO3cvcu2YmN2VCtFFHNe4sXvAmAvL2yowZ-LBLegX1FOvnUgGRp7epOPIvOKl/pubhtml?gid=7360372&amp;single=true&amp;widget=true&amp;headers=false
,Integrated Circuit Fabrication,ICF,ECE522,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSIDUV_IF6JVCy1HormFvbbK7NM4q7bhp2KhtVE4qlhyZv66C0p4wnRCsjgrcbHz9bvXsjown7Kdmxm/pubhtml?gid=1874838649&amp;single=true&amp;widget=true&amp;headers=false
,Quantum Materials and Devices,QMD,ECE524,BasicKnowledgeonsemiconductordevicephysics,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzbblWvKXPOSfV2k8dCckaDFjtFEK2bkuG-PeAW4ysmgDkC3ohujWpWto3BAjI9w/pubhtml?widget=true&amp;headers=false
,Optical Fiber Networks for Industry 4.0,OFNI,ECE532,,NextGeneration Optical Networks (ECE532),Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vR5G6Zg57ox-mEaEzEQulBcRreHhmVRWJSHHcKTcjm3m_j3MqJuH6Qq87mkWy1i0lmYps3WwyEsxLcY/pubhtml?widget=true&amp;headers=false
,Satellite Navigation and Sensor Fusion,SNSF,ECE533,ECE351,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS8IMVi0mwXQxh_0WMMCzxhjRedCr9pn01lfPi3FMEJYkenZ5VLLiSDeG4Ksc4qksTKNMxs9_ELYoAQ/pubhtml?gid=339058219&amp;single=true&amp;widget=true&amp;headers=false
,Optical Communications Systems,OCS,ECE534,ECE240,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSSNQBnaHO8iLGqkwSWSUwJXRYdUj9UPiqeZeAloJAZ__aXTTHtvsYXBG5WX-dp72uKEBbnkL0343nY/pubhtml?gid=2075901202&amp;single=true&amp;widget=true&amp;headers=false
,Optical Networking,ON,ECE536s,,,Summer,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1npkDd7iTCJyRT2jfO-WdwB8bi3DnmVPnhkTjK20WOXc-a9ONqXDCutO5nv9bESOKCWAtw8NS4nxi/pubhtml?gid=584059702&amp;single=true&amp;widget=true&amp;headers=false
,Wireless Communication Evolution from 3G to 5G,WCE,ECE537,ECE240,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvaXefa02xfmybLvhEVLl70n-swMP72s6AAZky1f25dBqefkCTShjsbagbMGiAddUezPuZv6APDwxb/pubhtml?gid=1865300213&amp;single=true&amp;widget=true&amp;headers=false
,Wireless System Implementation,WSI,ECE539,ECE240,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTL_KanHRyQCtS-X_8SFxBArMKy4OvKGT_N-oe2aRofgZwKihEUNS25AYvJMWvxjF4_NCy3nZ9Lk5Te/pubhtml?gid=1809883536&amp;single=true&amp;widget=true&amp;headers=false
,Principals of Digital Communication System,PDCS,ECE543,ECE240,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQfxwmvJ8BUnIn4R9yioAVcr45PMZsx5ANLuF1rDj8TrVUHkSitzz12Xyo1jkljg0JDcAAcYLCOW-zf/pubhtml?widget=true&amp;headers=false
,Photonics: Fundamentals & Applications,Pho,ECE545,ECE230,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ5F2tu_Dx0upTOsVSgx6sjHi0nYprSI8DDORnvXAZoybRm54d7UzvYZLJvlYlFQo8o6sVzWXtpkfdt/pubhtml?widget=true&amp;headers=false
,Optical and Wireless Convergence for Beyond 5G Networks and IoT,OWC,ECE546,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBwuzOQmwZtJGuFhHTYPn5VT30JjQ2h0NkruivBY-d7CEIR39hcLe2iNZik3ctHQ/pubhtml?widget=true&amp;headers=false
,Deep Learning,DL,ECE553 / CSE641,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfi0Lsnh7VR80quPgz-MiqwUMpw-dIlqvGNJM1U0rvoaqjbdpmSm3ZBmBrYUnKwgvKPW4WQSa4lbrp/pubhtml?gid=1767971399&amp;single=true&amp;widget=true&amp;headers=false
,Compressive Sensing,CS,ECE554,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQkA8yrkBORMAHVdIV-WT2OZUEhptQtXBEwRNqJ84yOaVWaGGQqke7O1jOqUJ9gj6WOxdvhBzpsCZei/pubhtml?gid=1670586574&amp;single=true&amp;widget=true&amp;headers=false
,Speech Recognition and Understanding,SRU,ECE557,ECE250,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSuMQLGFqWOyIQnc67BL62YquFKb5QrR0REJOO8TMy-1Dr1tQgqHvhelc7AyX6FvWsT32rxiHXTQKXH/pubhtml?gid=765051112&amp;single=true&amp;widget=true&amp;headers=false
,Transform Learning and Applications,TLA,ECE558,MTH100,ECE362/ECE562,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRcAQnMRjITVE2pv-uJzE_vHvNZu2DvvmX2ia8yu3eD0e0XN-8lsaCQvBv58GxxP_zpRUiATgLq0AdK/pubhtml?gid=1838957601&amp;single=true&amp;widget=true&amp;headers=false
,Modeling and Analysis of Random 5G Networks,5GN,ECE55G,MTH201,,Winter,
,Data Processing and Management,DPM,ECE560,,AdvancedProgramming (CSE201),Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS32MxbiFv8wJyT7wRZ3I6jG8IyjIP3PI6m8qOrbjaCLXRRh7YFLDJbimf8-xPD5g/pubhtml?widget=true&amp;headers=false
,Reinforcement Learning,RL,ECE564/CSE564,MTH201,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTKIqaEN4uGpJQuX-p8FGZh7cZL6EVhSwmZG8IdDdwembXbyalNbgjIH9bgKtXsJyDadLtNNcIzRyfD/pubhtml?gid=1272120888&amp;single=true&amp;widget=true&amp;headers=false
,Linear Systems Theory,LST,ECE570,,ControlTheory (ECE570),Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vR7FJ_jjvysBsYvH_EBvCp2NOPWQkuxiyUQx3pjHDP_BGg8bxnG7xwcOpr8dRwARLDVUZZpQayOlZif/pubhtml?widget=true&amp;headers=false
,Optimal Control Systems,OCNS,ECE571,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQw0jEH90cKjDDs-ip0jUhWfDX2Urnsppi52F5tALRXF4ej2quxec-bvT8dNx9T_vjVvVnLIhqRBI1C/pubhtml?gid=1686437063&amp;single=true&amp;widget=true&amp;headers=false
,Advanced Embedded Logic Design,AELD,ECE573,CSE234,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vS13Rucpez-vNfUkRWwUo8p6Xhh6BmjMjnDRk8y075Rzr2ewapADsOTN8dN9ofgGjBb_HU5UF-OPDse/pubhtml?gid=933597952&amp;single=true&amp;widget=true&amp;headers=false
,Machine Learning Techniques for Real-time Control,MLRC,ECE577,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQF5cyohddJ2tk-BlV9E7MB515lZAQxl4gu8SKtQzuOsXiRu_kX7ZtRmymLsB4y7X_7stXfPC-tHSYk/pubhtml?gid=723560753&amp;single=true&amp;widget=true&amp;headers=false
,Nonlinear and Adaptive Control of Robotic Systems,NLR,ECE579,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTf4BKK2zWsqC-shP1n9XSHTJDSr6Og0qFKzL3SVivYVL8V3qSbPcemy6NOhFVpWdl9aAGPZ3W7nqEl/pubhtml?gid=1577375683&amp;single=true&amp;widget=true&amp;headers=false
,Autonomous Driving,AD,ECE581,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTbObMB0hzHJGVyTFExJssiqSENgdeqg6Jb7YJCu99fvwW2y2cbqdOByNGt81WgG-PzIH3jtR-saLWF/pubhtml?gid=684907388&amp;single=true&amp;widget=true&amp;headers=false
,Memory Design and Testing,MDT,ECE611,"ECE111,ECE113",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQe4Y7RfQT5Zy_BlIVZv9OO8OLrjYlYj_INfpooIFI1NOuC77NwJ671e1Up8LYG3AnBWcfsW6_FIBYy/pubhtml?gid=1844746226&amp;single=true&amp;widget=true&amp;headers=false
,Stochastic Estimation and Control,SEC,ECE672,ECE501,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCusVs65jZpaxAwkHoJVIO_BijJj4hS5FDDgaQXAnihBJ4VQ0sghPySKVA824cCzpQPuf1InupT4FD/pubhtml?gid=1955666937&amp;single=true&amp;widget=true&amp;headers=false
,Macroeconomics,MA,ECO201,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSQm__wiWb45jpETd-ze8dw6chGrjNRzqm3_TjOyOlaPD1xUejT2ePeHkyllYSpnMxz3qS7fxb6O-Mp/pubhtml?gid=1251040136&amp;single=true&amp;widget=true&amp;headers=false
,Econometrics I,ECO,ECO221,MTH201,ECO302,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQbWh1XOV11Cdr2ZhWbxVNa6R0z5_ORospxXY8HbyFWuHVTjfCEU3HHyqiXVcVmpOSFtf81msKq6h1V/pubhtml?gid=1795411297&amp;single=true&amp;widget=true&amp;headers=false
,Money and Banking,MB,ECO223,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRurK1hCGWZ-gbx5yB2UUpRx35Y19O889ycMCg8xpu1Fhv8C4ZtWtQD1Hro04pM05DUuZQeZYKDwhIk/pubhtml?widget=true&amp;headers=false
,Introduction to Economic Analysis,IEA,ECO301,,,Monsoon/Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyEVpQBQH8DSCYgzklXV4MNViLCBTbknM0-ntIJSHcjYNagTdKFc0JeRp458QBsaX1uPrPl0dt0pC0/pubhtml?widget=true&amp;headers=false
,Microeconomics,ME,ECO301,,ECO101,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyEVpQBQH8DSCYgzklXV4MNViLCBTbknM0-ntIJSHcjYNagTdKFc0JeRp458QBsaX1uPrPl0dt0pC0/pubhtml?widget=true&amp;headers=false
,Game Theory,GMT,ECO311/ECO511,,ECO304,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvlemicxrj1_sGl369TxA98tDam017sTop3MDJUogpsXDZzK3TQkhZX8CSl9M-Kg/pubhtml?widget=true&amp;headers=false
,Industrial Organization,IO,ECO312/ECO512,ECO101orECO311,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTRwQZgK-NLAIceBY6L5GvBAMmv02PdP-K3XloTf_GBG-0kSliQc--YsZEJT0G_PWzTv0j3OPrVKZl3/pubhtml?gid=344427084&amp;single=true&amp;widget=true&amp;headers=false
,Market Design,MD,ECO313,ECO311,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQbItSSkNj5jAqSuCz2qdGcP2Wa0MsNklXBz-xlyhAvreChPAeirgXVPOh6bIgKITNLLYsz5MNmpsKJ/pubhtml?gid=2056207433&amp;single=true&amp;widget=true&amp;headers=false
,Behavioural Economics,BEco,ECO314,MTH201,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCM-MNtzFDnzXurWBfDnj9SzOrgKy46SH-LKG_Va1SfTkTtLU9jXA4ePkY9CABCSI6QrxWYCFw7MiI/pubhtml?gid=1775787068&amp;single=true&amp;widget=true&amp;headers=false
,Econometrics II,Econ-2,ECO322/ECO522,ECO221,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRS73wSmJT6DJ7IqgKMXm-NOFQYKZ8HEwbTnKH6Pevmm3tiWi9EeCY7P_tPOBbT2zhnFeKEsTqiFo1s/pubhtml?gid=146409765&amp;single=true&amp;widget=true&amp;headers=false
,Spatial Statistics and Spatial Econometrics,SSSE,ECO324/ECO524,ECO221,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSVKVKsnbN_kav3FyATUNk4g7KO-_-Scnyx1bYKoQkARzpn5SvbOo8lruk9oCnq1zCS7ICBZu3vqGJs/pubhtml?gid=684824424&amp;single=true&amp;widget=true&amp;headers=false
,Foundations of Finance,FF,ECO331,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqASCIC4m8ambnvjiNMxEtQCYd38l1qCZ10Qw9We_XMC8M_43i5hxZnckhydZ8gC4sxlzvYOzNoha-/pubhtml?gid=615875335&amp;single=true&amp;widget=true&amp;headers=false
,Valuation and Portfolio Management,VPM,ECO332,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ0CR7wcd7RgqST0G5jAVAeL8f_XrKudd8z-50p2JUgtjsTlW1I1Da2kxemR55ji8awvGtz_Wkc_gTv/pubhtml?widget=true&amp;headers=false
,Derivatives and Risk Management,DRM,ECO333,ECO331orECO332,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRsB5s0Yj8HexyWRrRu8FTDLB39hkw5wDWxlbPLbO5E3j7qgMHPptJs5NaEiNJkFjQmCQ1PfO0Cfk3y/pubhtml?gid=501517044&amp;single=true&amp;widget=true&amp;headers=false
,Markov Decision Processes,MDP,ECO341/ECO541,"MTH100,MTH201,MTH203",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTQ5Tr9JFtMEIZXklIx_0V5MPn_eGAPJ9KRZRy75JaZIVtDNdAJg2es4TE4vvs6hg/pubhtml?widget=true&amp;headers=false
,Decision Theory,DT,ECO503,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTB5l6JZbxIYl6wXK_oD-QGiGX_JjdJaA449GSydqD3lQFjiv_LbhnrBuJWOmNFSjJi3d2nMnc7S8sB/pubhtml?gid=1303111660&amp;single=true&amp;widget=true&amp;headers=false
,Research Methods,RM,ENG599s,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRtZpU9FHAqW7clCRudRLG2-SpsQVOTSafSLg8AN8O-63oMXgV90iG2SSlLK1KgVw/pubhtml?widget=true&amp;headers=false
,Entrepreneurial Communication,EComm,ENT411,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQgH0SfZKHHiPG51c9GYfzsac9XFBIYmYVU3X1plih6LUke8tQoMH459Eki5JAT19cbVqaVRwMldLSn/pubhtml?gid=755560317&amp;single=true&amp;widget=true&amp;headers=false
,Entrepreneurial Khichadi,EK,ENT412,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7LRtC8ccqTHlOvtLv49zyMpTiz5lzQzhQ8--qiGcT4lgOHQl9tjXQZznAJ0HYgOb0ITkKkz_eHn8z/pubhtml?gid=2036530758&amp;single=true&amp;widget=true&amp;headers=false
,Entrepreneurial Finance,EF,ENT413,,ECO331,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vR_qExfVK8M83euSqPHJyT93bGnxv34UncQ7JfUNmGIR2VFDmOO_c6MkZTvQOWN2w/pubhtml?widget=true&amp;headers=false
,Relevance of Intellectual Property for Startups,RIPS,ENT414,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQJICv-0vxJyQpzYGHiq9x9bUgqLuTjPzPLcTZ81nOQRCdHy4n3Iwc6VH3anIy-k5OFqE5kzrgg3zfK/pubhtml?gid=858081333&amp;single=true&amp;widget=true&amp;headers=false
,New Venture Planning,NVP,ENT415,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx9n_fNpojTaWlSIcl6n0IYoOrLrSHR9-Hjjkz5moAktHNuGypFU14dmj04n2CphEfN9IO6qQP_ERp/pubhtml?gid=1901378309&amp;single=true&amp;widget=true&amp;headers=false
,"Creativity, Innovation, and Inventive Problem Solving",CIIPS,ENT416/ENT516,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTfKk7_OjHNrBLLlqGfrMr3MRgX_-fQcMao3Dg_2ih_2k2vumYdfis1tsbXmNKREMXLWMgTq31Bbc69/pubhtml?widget=true&amp;headers=false
,Healthcare Innovation and Entrepreneurship Essentials,HIEE,ENT421/BIO571,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vShDcMS2hU9KYZ9mMSMKz-uHsXpbjdcge7-6p6wGPco1bzNGYEzr2PXB3mpHi6JlCANl1AT7ee-LDIW/pubhtml?gid=967453274&amp;single=true&amp;widget=true&amp;headers=false
,Environmental Sciences,EVS,ESC205,,ESC207A,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ1DIpugI4ovXzsIw9OCSuHJMO9p_hWm6u5OBzaP9E6DEmAGLNmWF6uOCF0eUIVlehP_XIsJNaiPqz-/pubhtml?gid=416161924&amp;single=true&amp;widget=true&amp;headers=false
,"Ecology, Evolution, and Environment",EEE,ESC207A,,ESC205,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTSqpMkdSaTEwbVK8vQNmEm2whEf9T16_AGVgMDD7OICoism3VzrRBEqED0dZLRKK2qaP3OT5fqhhW6/pubhtml?gid=1660249697&amp;single=true&amp;widget=true&amp;headers=false
,Effective Supply Chain for E Commerce,ESCM,MGT310,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSzCVx31NOJAxA3LaWMeeHpkp7MawJQMJynwFMlPmMeaLjF1oZ7gKqKWwMFuVwbFTg2njnakhSugJdN/pubhtml?gid=1779792349&amp;single=true&amp;widget=true&amp;headers=false
,Emerging Issues in IT Management,EIITM,MGT311,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRA8hosHHmJ4xRq4Si12kvoGDkhvDYG8V-RjuthMSpivfoNhbDLSy5lqW2X1GToJqAN5f6Bgp4l9fgY/pubhtml?gid=1677781514&amp;single=true&amp;widget=true&amp;headers=false
,Linear Algebra,M-I,MTH100,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSXJpYG4ZnPHLY-ed6s8RnbeF-scPE0ISX1JlyRGlxteFVhrlxg0kj8vGIcHwkaC9u9f0IFsCzw5GsH/pubhtml?gid=385230450&amp;single=true&amp;widget=true&amp;headers=false
,Probability and Statistics,P&S,MTH201,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ953a41H3et60EuLVYuPm5RMdWWjWKbysxrpSoxK83UY0NUX4LnUnzH-cfxQKM88Bs0dCXdQt-JcrS/pubhtml?gid=1316538232&amp;single=true&amp;widget=true&amp;headers=false
,Multivariate Calculus,M-III,MTH203,,MTH240,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQl2lskqiDIxCUYKMmZL_GpmMg09CfvYNz3UADKVsikmB_inTNUGbvO8aO64ZAtWB732BfCucJknWdw/pubhtml?gid=840970708&amp;single=true&amp;widget=true&amp;headers=false
,Mathematics IV,M-IV,MTH204,MTH203,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKSm6hXsPw-HYbXTnTH2CoAOiO-uDtyKXlpWX1wgCqd6K8zl-exszCrNWUgxtgdmYvEYdzUHhukQc_/pubhtml?widget=true&amp;headers=false
,Discrete Structures,DS,MTH210,,CSE121,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQLZHUwfsDY-tm0Xf_qpwyW6dccdTlRCqBrttBnxqNokxYH1Pe30YoAApNf_i0WIqhuiCoQSZRG8gjW/pubhtml?gid=615455436&amp;single=true&amp;widget=true&amp;headers=false
,Number Theory,NT,MTH211,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTXrWENAQCdBbWa0JCiv7zdECS5dYGZXaiqRqblQheThxf7k2a81RcSd3YhiYEKyz6T1XWEQdntHVps/pubhtml?gid=1213084594&amp;single=true&amp;widget=true&amp;headers=false
,Abstract Algebra I,AA-I,MTH212,,MTH302,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSxUyktACksXPq7vD0Pft3GVn8ho8IPLnY470iCG7iQHr-cfBY6SOpFtxnZCCaE21KG2cL1uLCxYEoe/pubhtml?gid=1306831011&amp;single=true&amp;widget=true&amp;headers=false
,Real Analysis I,RA-I,MTH240,,MTH203,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-v0LnJhRAnMd_Zz4dJGV3M9jM4kfgcj2lCjt3PJaIHOuwe_FeCOM9Z2aDbguTWIau9CYloTAsmNkq/pubhtml?gid=1926065975&amp;single=true&amp;widget=true&amp;headers=false
,Numerical Methods,NM,MTH270,"MTH100,MTH204",,Monsoon/Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIDO1PVVIksUKrSdmensjLpI33JoaQklfH6_6UgzRZEf5rpiixLb13cPpJF8sAfQD0MwRrSbsEsbqr/pubhtml?gid=310597649&amp;single=true&amp;widget=true&amp;headers=false
,Introduction to Mathematical Logic,IML,MTH300,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQFFTQGGebXu1AqOr2wPlEufQ2D4xeBjcqnJJ25Sf4un9VFeY87NJC2FxmTiVWNjuaZoZywLjTRlpbe/pubhtml?gid=2009805326&amp;single=true&amp;widget=true&amp;headers=false
,Algebra,ALG,MTH302,,MTH212,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTu8ph5ynTayv0iGZTB5J2fjlbpJHphRJgVzP87Z5waYpLRbmlqeZo2DYPT1gGtVxyICA6i0rhosqO1/pubhtml?gid=1402308042&amp;single=true&amp;widget=true&amp;headers=false
,Graph Theory,GT,MTH310 / MTH520,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRAxeg3sUsQP33DRa0qeXmXsDNW8KlDwz1-iuTAm6e53W924Rc0TQifJB4SznNoYA/pubhtml?widget=true&amp;headers=false
,Combinatorics and its Applications,CIA,MTH311,MTH100,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQyZe--HYUUXxCVa7Z-Lfa9P82cRjr4tDV1OsBcsVChoDfJCbNCtyOKx_QyOgNvGVTrwdZdmEHyRwSv/pubhtml?gid=1534578355&amp;single=true&amp;widget=true&amp;headers=false
,Real Analysis-II,RA-II,MTH340,MTH240,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRDDcJcVQC_YE9zd2EuH9tDg5cSi5GRiy1d1ygbgLqdV5FCXEdx2Av2hHm4xzrb2QXIvtw0KiToBbtM/pubhtml?gid=327604398&amp;single=true&amp;widget=true&amp;headers=false
,Complex Analysis,CmpA,MTH341 / MTH541,MTH240,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSdLkgYNp4oufxnxZ7VP54XQGHgd_KPA9i6gXQUXYUdUCyYhirOLXeyzgZcjOlgiJ8ALh521Ci8PpuX/pubhtml?gid=1313229723&amp;single=true&amp;widget=true&amp;headers=false
,Introduction to Dynamical Systems,IDS,MTH343/MTH543,"MTH100,MTH203,MTH240",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSdTVNz7Rhglhe4Vq0D8Gd6G3OoxFWaawq1ptlSotLVZdIO5uQKHKDHsdpV90XKzvab4U6ybwUaVirF/pubhtml?gid=1068783937&amp;single=true&amp;widget=true&amp;headers=false
,Stochastic Processes and Applications,SPA,MTH371,MTH201,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYJYsmd2owlLRQoKM2z9CazDcM6IgFyOHR5CiaELRA0Y3xQwawVmG7SyKpKsFAoV_kN7LZ-qP3jnkY/pubhtml?gid=1292337913&amp;single=true&amp;widget=true&amp;headers=false
,Statistical Inference,SI,MTH372,MTH201,CSE609,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vS2KPldd5xUHmFc_7zxphguKrDrjsfvprYvhAH04eDKAoWqZPRMd_rm0zkSrupp5wQTbzGZvzvS9CYX/pubhtml?gid=1952385363&amp;single=true&amp;widget=true&amp;headers=false
,Scientific Computing,SC,MTH373,MTH100,MTH270,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQY0ok9rCa3r2GrO9znVqxjVncZ_loRM53H0kNdRIfmvMMdbdBecvqeINgTn6MCbiYZmNDJvTqYUTVp/pubhtml?gid=134385521&amp;single=true&amp;widget=true&amp;headers=false
,Linear Optimization,LO,MTH374/MTH574,MTH100,MTH305/MTH505,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRLJT0Wzpb4KvBwOxrvbNORm7dqUtSQE0CXY03Emubrickt0kLmlelU0k886RXOk9wKDE6Wleq216si/pubhtml?gid=1359186886&amp;single=true&amp;widget=true&amp;headers=false
,Fluid Mechainics,FM,MTH375/MTH575,MTH204,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTTwjYPx0vZ9nNOqSPlxsD13SnExJ700hJopS1aWAUgMO6BlWYmjirTHnEpDnzlxT7Q_n80cWrK6TAn/pubhtml?gid=252448424&amp;single=true&amp;widget=true&amp;headers=false
,Advanced Linear Algebra,ALA,MTH510,MTH100,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQo6-AU6Nrr4rRyXS4KxNSdB4acHOAZVwR5fs0tuZ7Riw-y9JPcEKov0h4IuO5bQtyP3olxf3h_X347/pubhtml?widget=true&amp;headers=false
,Algebraic Number Theory,ANT,MTH512,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vR2WWJW7LFppeT5vAcjdQNY4MA3CdZe_SM0dG9aoyIRiCFqIjlV65hTMSFXxvvIIitXUQevH9mEAXm2/pubhtml?gid=1337059652&amp;single=true&amp;widget=true&amp;headers=false
,Abstract Algebra II,AA-II,MTH513,"MTH100,MTH212",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSa8nMeQ9pJWThNrKtBMLifq-h_hWuyI2aFjfZxSYnIv06PVPa9uXl7662oDQlMdFeOn6miFemisDXV/pubhtml?gid=1820704458&amp;single=true&amp;widget=true&amp;headers=false
,Coding Theory,COT,MTH514,"MTH211,MTH212",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQJ341fLyTgSb2oTfDAoto91ddrlY-HEqbX0x5azVklrLLWumF5gmHg8PBt1wjx6atYRdlIrLg6cNdm/pubhtml?gid=1825152304&amp;single=true&amp;widget=true&amp;headers=false
,Analytic Number Theory,ANNT,MTH516,MTH341,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTrFyUcCSzYqruIcU9SS_thftHMx4iKAwhT_vvlgpL_EFdShthNkNNdjR-RGveWcrg-upfPdbIsNAfa/pubhtml?gid=1614988500&amp;single=true&amp;widget=true&amp;headers=false
